"order_id"|"order_store"|"order_status"|"order_date"|"customer_id"|"payment_method_raw"
"995171136"|"-100"|"Entregue"|"2014-09-21 00:00:00"|"CLI12925462907"|"Boleto Bancário - Banco Bradesco"
"1468204009"|"-100"|"Pedido foi negado pela administradora."|"2015-12-12 00:00:00"|"CLI13993303522"|"cartao"
"759577296"|"-100"|"Entregue"|"2014-11-05 00:00:00"|"CLI10506050823"|"Cartão de Crédito - Mastercard"
"1158801241"|"-100"|"Entregue"|"2015-10-03 00:00:00"|"CLI6318255693"|"Cartão de Crédito - Visa"
"1174852958"|"-100"|"Pedido Cancelado"|"2017-01-11 00:00:00"|"CLI6318255693"|"boleto"
"1057544335"|"-100"|"Entregue"|"2014-11-11 00:00:00"|"CLI971020"|"Cartão de Crédito - Mastercard"
"1079159624"|"-100"|"Enviado"|"2014-04-12 00:00:00"|"CLI10329445858"|"Cartão de Crédito - Visa"
"765838517"|"-100"|"Entregue"|"2014-05-14 00:00:00"|"CLI10329445858"|"Cartão de Crédito - HiperCard"
"853574221"|"-100"|"Enviado"|"2014-06-30 00:00:00"|"CLI10329445858"|"Cartão de Crédito - Visa"
"865257365"|"-100"|"Enviado"|"2014-07-07 00:00:00"|"CLI10329445858"|"Cartão de Crédito - HiperCard"
"1152152407"|"115"|\N|"2016-03-06 00:00:00"|"CLI741002"|"CREDCARD / REDECARD PARCELADO EST"
"700126269"|"-100"|"Entregue"|"2014-07-04 00:00:00"|"CLI9827702644"|"Cartão de Crédito - Visa"
"1220830592"|"-100"|"Pedido enviado"|"2015-05-27 00:00:00"|"CLI13626006185"|"boleto"
"1220830685"|"-100"|"Pedido Cancelado"|"2015-07-29 00:00:00"|"CLI13626006185"|"boleto"
"1280777187"|"-100"|"Pedido Cancelado"|"2015-07-29 00:00:00"|"CLI13626006185"|"boleto"
"1441984815"|"-100"|"Pedido enviado"|"2015-12-07 00:00:00"|"CLI9619308"|"cartao"
"1476726957"|"-100"|"Credito de troca inserido"|"2015-12-17 00:00:00"|"CLI9619308"|"cartao"
"1641866819"|"-100"|"Pedido enviado"|"2016-02-29 00:00:00"|"CLI9619308"|"cartao"
"2185014546"|"-100"|"Pedido entregue"|"2017-03-22 00:00:00"|"CLI13628559523"|"null"
"775649322"|"-100"|"Entregue"|"2014-05-27 00:00:00"|"CLI10854450539"|"Cartão de Crédito - Mastercard"
"1129271270"|"-100"|"Entregue"|"2015-04-02 00:00:00"|"CLI13505685470"|"Cartão de Crédito - Mastercard"
"1129271478"|"-100"|"Entregue"|"2015-04-02 00:00:00"|"CLI13505685470"|"Cartão de Crédito - Mastercard"
"1953968194"|"-100"|"Pedido Cancelado"|"2016-09-30 00:00:00"|"CLI2278874566"|"boleto"
"1983833948"|"-100"|"Pedido Cancelado"|"2016-11-21 00:00:00"|"CLI2278874566"|"boleto"
"2051265008"|"-100"|"Pedido Cancelado"|"2017-05-09 00:00:00"|"CLI2278874566"|"boleto"
"2243085592"|"-100"|"Pedido Cancelado"|"2017-06-13 00:00:00"|"CLI2278874566"|"boleto"
"2287376923"|"-100"|"Pedido Cancelado"|"2017-06-14 00:00:00"|"CLI2278874566"|"boleto"
"2286273933"|"-100"|"Pedido Cancelado"|"2017-06-14 00:00:00"|"CLI2278874566"|"boleto"
"982262472"|"-100"|"Entregue"|"2014-07-10 00:00:00"|"CLI2278874566"|"Cartão de Crédito - Visa"
"1006598603"|"-100"|"Entregue"|"2014-09-29 00:00:00"|"CLI9283497015"|"Cartão de Crédito - HiperCard"
"1030976057"|"-100"|"Entregue"|"2014-10-13 00:00:00"|"CLI13295560142"|"Cartão de Crédito - Visa"
"1061657208"|"106"|\N|"2016-08-24 00:00:00"|"CLI13295560142"|"VISA / VISANET A VISTA"
"648882192"|"-100"|"Entregue"|"2014-03-03 00:00:00"|"CLI33272680"|"Cartão de Crédito - Visa"
"805048865"|"-100"|"Enviado"|"2014-03-06 00:00:00"|"CLI33272680"|"Cartão de Crédito - Visa"
"1430760601"|"-100"|"Pedido enviado"|"2015-11-17 00:00:00"|"CLI13943534500"|"cartao"
"1283703438"|"-100"|"Pedido Cancelado"|"2015-08-01 00:00:00"|"CLI13742320988"|"boleto"
"2213138306"|"-100"|"Pedido entregue"|"2017-04-13 00:00:00"|"CLI14959346633"|"cartao"
"2179735407"|"-100"|"Pedido entregue"|"2017-03-17 00:00:00"|"CLI14918187265"|"cartao"
"1634376576"|"-100"|"Pedido enviado"|"2016-02-24 00:00:00"|"CLI14185261470"|"cartao"
"1638469429"|"-100"|"Pedido Cancelado"|"2016-03-08 00:00:00"|"CLI14185261470"|"boleto"
"1773524618"|"-100"|"Pedido entregue"|"2016-05-15 00:00:00"|"CLI14361419010"|"cartao"
"689458694"|"-100"|"Entregue"|"2014-03-30 00:00:00"|"CLI79357033"|"Cartão de Crédito - Visa"
"584141307"|"-100"|"Entregue"|"2014-01-15 00:00:00"|"CLI8439583276"|"Boleto Bancário - Banco Bradesco"
"622528070"|"-100"|"Entregue"|"2014-12-02 00:00:00"|"CLI8439583276"|"Boleto Bancário - Banco Bradesco"
"810433426"|"-100"|"Entregue"|"2014-07-06 00:00:00"|"CLI8439583276"|"Boleto Bancário - Banco Bradesco"
"2272889514"|"-100"|"Pedido entregue"|"2017-06-03 00:00:00"|"CLI15037043266"|"cartao"
"1150198360"|"-100"|"Entregue"|"2015-02-28 00:00:00"|"CLI998976"|"Cartão de Crédito - Visa"
"1153568499"|"-100"|"Entregue"|"2015-10-03 00:00:00"|"CLI998976"|"Cartão de Crédito - Mastercard"
"1179019861"|"-100"|\N|"2015-04-05 00:00:00"|"CLI998976"|"cartao"
"1179021029"|"-100"|"Pedido entregue"|"2016-06-09 00:00:00"|"CLI998976"|"boleto"
"1805244146"|"-100"|"Pedido foi negado pela administradora."|"2017-01-03 00:00:00"|"CLI998976"|"cartao"
"2103086962"|"-100"|"Pedido Cancelado"|"2017-01-04 00:00:00"|"CLI998976"|"boleto"
"2103087407"|"-100"|"Pedido entregue"|"2017-01-05 00:00:00"|"CLI998976"|"cartao"
"836183542"|"-100"|"Enviado"|"2014-06-19 00:00:00"|"CLI11314067992"|"Cartão de Crédito - Mastercard"
"1718726353"|"-100"|"Pedido entregue"|"2016-04-11 00:00:00"|"CLI14282432826"|"cartao"
"2161141113"|"-100"|"Pedido foi negado pela administradora."|"2017-03-20 00:00:00"|"CLI14916941450"|"cartao"
"2161141592"|"-100"|"Pedido entregue"|"2017-03-21 00:00:00"|"CLI14916941450"|"cartao"
"2161141602"|"-100"|"Pedido entregue"|"2017-03-21 00:00:00"|"CLI14916941450"|"cartao"
"2161149885"|"-100"|"Pedido entregue"|"2017-03-17 00:00:00"|"CLI14916941450"|"cartao"
"2192018792"|"-100"|"Pedido entregue"|"2017-03-25 00:00:00"|"CLI14916941450"|"cartao"
"2184132811"|"-100"|"Pedido entregue"|"2017-03-25 00:00:00"|"CLI14916941450"|"cartao"
"1078428883"|"-100"|"Entregue"|"2014-04-12 00:00:00"|"CLI430646217"|"Boleto Bancário - Banco Bradesco"
"602027802"|"-100"|"Entregue"|"2014-01-29 00:00:00"|"CLI430646217"|"Boleto Bancário - Banco Bradesco"
"927520981"|"-100"|"Entregue"|"2014-04-08 00:00:00"|"CLI7159499431"|"Cartão de Crédito - Mastercard"
"2323656190"|"-100"|"Pedido entregue"|"2017-07-11 00:00:00"|"CLI15098177275"|"boleto"
"1722296914"|"-100"|"Pedido entregue"|"2016-04-13 00:00:00"|"CLI14287046751"|"cartao"
"652664249"|"-100"|"Entregue"|"2014-06-03 00:00:00"|"CLI9236981668"|"Boleto Bancário - Banco Bradesco"
"1782971537"|"-100"|"Pedido foi negado pela administradora."|"2016-05-24 00:00:00"|"CLI2427879576"|"cartao"
"1874066766"|"-100"|"Pedido Cancelado"|"2016-07-27 00:00:00"|"CLI14492351663"|"boleto"
"829999891"|"-100"|"Entregue"|"2014-06-15 00:00:00"|"CLI1600661618"|"Cartão de Crédito - Visa"
"1976920431"|"-100"|"Pedido entregue"|"2016-09-29 00:00:00"|"CLI14625159818"|"boleto"
"1755357056"|"-100"|"Pedido entregue"|"2016-05-04 00:00:00"|"CLI14337404310"|"cartao"
"1455771579"|"-100"|"Pedido Cancelado"|"2015-12-03 00:00:00"|"CLI13976465292"|"boleto"
"1455772343"|"-100"|"Pedido Cancelado"|"2015-12-17 00:00:00"|"CLI13976465292"|"boleto"
"1477911081"|"-100"|"Pedido Cancelado"|"2015-12-22 00:00:00"|"CLI13976465292"|"boleto"
"1477518513"|"-100"|"Pedido enviado"|"2015-12-18 00:00:00"|"CLI13976465292"|"boleto"
"1486758579"|"-100"|"Pedido Cancelado"|"2015-12-22 00:00:00"|"CLI13976465292"|"boleto"
"799576281"|"-100"|"Enviado"|"2014-05-31 00:00:00"|"CLI10957836185"|"Cartão de Crédito - Visa"
"995701562"|"-100"|"Entregue"|"2014-09-22 00:00:00"|"CLI12933116188"|"Cartão de Crédito - Visa"
"1749877424"|"-100"|"Pedido entregue"|"2016-05-01 00:00:00"|"CLI14329328934"|"cartao"
"1585086594"|"-100"|"Credito de troca inserido"|"2016-02-01 00:00:00"|"CLI14129494007"|"cartao"
"1590760086"|"-100"|"Pedido enviado"|"2016-03-08 00:00:00"|"CLI14129494007"|"boleto"
"1218495274"|"-100"|"Pedido entregue"|"2015-05-27 00:00:00"|"CLI13645978053"|"boleto"
"1218493876"|"-100"|"Pedido Cancelado"|"2015-05-25 00:00:00"|"CLI13645978053"|"boleto"
"1448676265"|"-100"|"Troca enviada"|"2015-11-29 00:00:00"|"CLI91896434"|"boleto"
"1448672456"|"-100"|"Pedido Cancelado"|"2015-11-28 00:00:00"|"CLI91896434"|"boleto"
"840686968"|"-100"|"Entregue"|"2014-06-22 00:00:00"|"CLI91896434"|"Boleto Bancário - Banco Bradesco"
"2096873103"|"-100"|"Pedido Cancelado"|"2017-01-18 00:00:00"|"CLI13475146250"|"boleto"
"2118885914"|"-100"|"Pedido Cancelado"|"2017-01-22 00:00:00"|"CLI13475146250"|"boleto"
"2122336120"|"-100"|"Pedido entregue"|"2017-01-30 00:00:00"|"CLI13475146250"|"boleto"
"2130854630"|"-100"|"Pedido Cancelado"|"2017-02-05 00:00:00"|"CLI13475146250"|"boleto"
"2136527529"|"-100"|"Pedido Cancelado"|"2017-04-17 00:00:00"|"CLI13475146250"|"boleto"
"1863246862"|"-100"|"Pedido entregue"|"2016-07-21 00:00:00"|"CLI14478993938"|"cartao"
"1043036315"|"104"|\N|"2017-07-02 00:00:00"|"CLI14478993938"|"CREDCARD / REDECARD PARCELADO EST"
"858231486"|"-100"|"Entregue"|"2014-03-07 00:00:00"|"CLI11547063464"|"Cartão de Crédito - Mastercard"
"1772448544"|"-100"|"Pedido entregue"|"2016-12-12 00:00:00"|"CLI949674"|"cartao"
"1772447437"|"-100"|"Pedido foi negado pela administradora."|"2016-05-14 00:00:00"|"CLI949674"|"cartao"
"2080002750"|"-100"|"Pedido foi negado pela administradora."|"2016-12-14 00:00:00"|"CLI949674"|"cartao"
"1287940479"|"-100"|"Pedido enviado"|"2015-09-25 00:00:00"|"CLI5870244711"|"cartao"
"659587852"|"-100"|"Entregue"|"2014-12-03 00:00:00"|"CLI5870244711"|"Cartão de Crédito - Visa"
"618824889"|"-100"|"Entregue"|"2014-08-02 00:00:00"|"CLI8812019456"|"Boleto Bancário - Banco Bradesco"
"144211770"|"144"|\N|"2016-07-13 00:00:00"|"CLI8812019456"|"Não identificado"
"740296783"|"-100"|"Produto recebido - sendo analisado"|"2014-01-05 00:00:00"|"CLI2043819075"|"Cartão de Crédito - Visa"
"1361484465"|"-100"|"Pedido entregue"|"2016-12-01 00:00:00"|"CLI13848378365"|"cartao"
"1361481763"|"-100"|"Pedido entregue"|"2015-09-29 00:00:00"|"CLI13848378365"|"boleto"
"1574398979"|"-100"|"Pedido foi negado pela administradora."|"2016-01-28 00:00:00"|"CLI14129096965"|"cartao"
"1386226459"|"-100"|"Pedido enviado"|"2015-10-17 00:00:00"|"CLI13881558925"|"boleto"
"1386227756"|"-100"|"Pedido enviado"|"2017-07-15 00:00:00"|"CLI13881558925"|"cartao"
"1472146133"|"-100"|"Pedido entregue"|"2015-12-15 00:00:00"|"CLI2019401759"|"cartao"
"1472600704"|"-100"|"Pedido entregue"|"2016-04-13 00:00:00"|"CLI2019401759"|"cartao"
"1026542612"|"102"|\N|"2017-07-06 00:00:00"|"CLI2019401759"|"VISA ELECTRON - REDECARD"
"1222193178"|"122"|\N|"2017-05-27 00:00:00"|"CLI2019401759"|"CREDCARD / REDECARD PARCELADO EST"
"2054485000"|"-100"|"Pedido entregue"|"2016-11-23 00:00:00"|"CLI14741246149"|"cartao"
"802455168"|"-100"|"Entregue"|"2014-02-06 00:00:00"|"CLI10981652666"|"Cartão de Crédito - Visa"
"2035983563"|"-100"|"Pedido entregue"|"2016-11-09 00:00:00"|"CLI14708401858"|"cartao"
"2035984240"|"-100"|"Pedido entregue"|"2017-04-12 00:00:00"|"CLI14708401858"|"cartao"
"1061663505"|"106"|\N|"2016-11-03 00:00:00"|"CLI14708401858"|"CREDCARD / REDECARD PARCELADO EST"
"1081766457"|"108"|\N|"2016-05-04 00:00:00"|"CLI14708401858"|"CREDCARD / REDECARD PARCELADO EST"
"1324287823"|"-100"|"Pedido Cancelado"|"2015-09-03 00:00:00"|"CLI605649"|"boleto"
"1174281085"|"-100"|\N|"2015-03-30 00:00:00"|"CLI13579024295"|"boleto"
"1174281085"|"-100"|"Entregue"|"2015-03-30 00:00:00"|"CLI13579024295"|"Boleto Bancário - Banco Bradesco"
"1115607851"|"-100"|"Entregue"|"2015-01-15 00:00:00"|"CLI968180"|"Cartão de Crédito - Visa"
"689738333"|"-100"|"Entregue"|"2014-03-30 00:00:00"|"CLI968180"|"Cartão de Crédito - Visa"
"1081853624"|"-100"|"Entregue"|"2014-07-12 00:00:00"|"CLI968180"|"Cartão de Crédito - Visa"
"1145990951"|"-100"|"Entregue"|"2015-02-23 00:00:00"|"CLI13537819713"|"Boleto Bancário - Banco Bradesco"
"1145992618"|"-100"|"Pedido entregue"|"2015-11-21 00:00:00"|"CLI13537819713"|"boleto"
"1436074722"|"-100"|"Pedido entregue"|"2015-11-24 00:00:00"|"CLI13537819713"|"boleto"
"1442096804"|"-100"|"Pedido entregue"|"2015-12-02 00:00:00"|"CLI13537819713"|"boleto"
"1454935292"|"-100"|"Pedido entregue"|"2015-12-05 00:00:00"|"CLI13537819713"|"boleto"
"1453496628"|"-100"|"Pedido enviado"|"2015-12-03 00:00:00"|"CLI13537819713"|"boleto"
"1458305819"|"-100"|"Pedido enviado"|"2015-12-12 00:00:00"|"CLI13537819713"|"boleto"
"1468019816"|"-100"|"Pedido entregue"|"2016-01-06 00:00:00"|"CLI13537819713"|"boleto"
"1539228497"|"-100"|"Pedido enviado"|"2016-01-14 00:00:00"|"CLI13537819713"|"boleto"
"1554838191"|"-100"|"Pedido entregue"|"2016-01-21 00:00:00"|"CLI13537819713"|"boleto"
"1574469702"|"-100"|"Pedido Cancelado"|"2016-01-21 00:00:00"|"CLI13537819713"|"boleto"
"1574642060"|"-100"|"Pedido enviado"|"2016-02-01 00:00:00"|"CLI13537819713"|"boleto"
"1590620416"|"-100"|"Pedido entregue"|"2016-07-03 00:00:00"|"CLI13537819713"|"boleto"
"1836821016"|"-100"|"Pedido entregue"|"2016-07-11 00:00:00"|"CLI13537819713"|"boleto"
"1848400694"|"-100"|"Pedido entregue"|"2017-01-09 00:00:00"|"CLI13537819713"|"boleto"
"1620662656"|"-100"|"Pedido entregue"|"2016-02-15 00:00:00"|"CLI14169758687"|"cartao"
"1675419118"|"-100"|"Pedido Cancelado"|"2016-03-14 00:00:00"|"CLI14232517091"|"boleto"
"976914550"|"-100"|"Entregue"|"2014-08-09 00:00:00"|"CLI12703583010"|"Cartão de Crédito - Mastercard"
"817085953"|"-100"|"Enviado"|"2014-10-06 00:00:00"|"CLI11149562351"|"Boleto Bancário - Banco Bradesco"
"1064372429"|"-100"|"Entregue"|"2014-11-21 00:00:00"|"CLI13405529647"|"Cartão de Crédito - Mastercard"
"986953219"|"-100"|"Entregue"|"2014-09-15 00:00:00"|"CLI12822345988"|"Cartão de Crédito - Mastercard"
"1462470538"|"-100"|"Pedido entregue"|"2015-12-08 00:00:00"|"CLI10474547714"|"cartao"
"1462474210"|"-100"|"Pedido entregue"|"2017-06-05 00:00:00"|"CLI10474547714"|"cartao"
"756582639"|"-100"|"Entregue"|"2014-09-05 00:00:00"|"CLI10474547714"|"Cartão de Crédito - Mastercard"
"16119971"|"161"|\N|"2016-02-05 00:00:00"|"CLI10474547714"|"A vista"
"16161038"|"161"|\N|"2017-05-07 00:00:00"|"CLI10474547714"|"CREDCARD / REDECARD PARCELADO EST"
"1962657332"|"-100"|"Troca cancelada - produto não recebido"|"2016-09-19 00:00:00"|"CLI9291038973"|"cartao"
"1962335971"|"-100"|"Credito de troca inserido"|"2016-09-19 00:00:00"|"CLI9291038973"|"boleto"
"2023676382"|"-100"|"Pedido entregue"|"2016-11-01 00:00:00"|"CLI9291038973"|"boleto"
"1198752728"|"-100"|"Pedido enviado"|"2015-05-03 00:00:00"|"CLI1008089"|"cartao"
"1198753106"|"-100"|"Pedido enviado"|"2015-08-16 00:00:00"|"CLI1008089"|"cartao"
"1300565257"|"-100"|"Pedido enviado"|"2016-02-14 00:00:00"|"CLI1008089"|"cartao"
"931407410"|"-100"|"Entregue"|"2014-07-08 00:00:00"|"CLI1008089"|"PAYPAL"
"2107401433"|"-100"|"Pedido foi negado pela administradora."|"2017-01-10 00:00:00"|"CLI14816440873"|"cartao"
"2107401360"|"-100"|"Pedido cancelado"|"2017-01-06 00:00:00"|"CLI14816440873"|"cartao"
"2111193630"|"-100"|"Pedido foi negado pela administradora."|"2017-01-19 00:00:00"|"CLI14816440873"|"cartao"
"753695354"|"-100"|"Entregue"|"2014-07-05 00:00:00"|"CLI5403088729"|"Cartão de Crédito - Mastercard"
"1921693862"|"-100"|"Pedido entregue"|"2016-09-15 00:00:00"|"CLI14585709951"|"cartao"
"1458226846"|"-100"|"Pedido entregue"|"2015-12-06 00:00:00"|"CLI13979536496"|"cartao"
"1424522935"|"-100"|"Pedido entregue"|"2015-11-13 00:00:00"|"CLI13934804444"|"cartao"
"1794451551"|"-100"|"Pedido entregue"|"2016-06-01 00:00:00"|"CLI14390590028"|"boleto"
"1026534423"|"102"|\N|"2017-06-06 00:00:00"|"CLI2666226944"|"CREDCARD / REDECARD A VISTA"
"1026534186"|"102"|\N|"2017-06-05 00:00:00"|"CLI2666226944"|"ELO DEBITO"
"1042883417"|"104"|\N|"2016-01-18 00:00:00"|"CLI2666226944"|"CREDCARD / REDECARD A VISTA"
"105657882"|"105"|\N|"2016-07-09 00:00:00"|"CLI2666226944"|"DINERS (REDECARD A VISTA)"
"105677343"|"105"|\N|"2016-12-17 00:00:00"|"CLI2666226944"|"CREDCARD / REDECARD A VISTA"
"130170741"|"130"|\N|"2016-10-08 00:00:00"|"CLI2666226944"|"CREDCARD / REDECARD PARCELADO EST"
"130175665"|"130"|\N|"2016-11-13 00:00:00"|"CLI2666226944"|"Não identificado"
"1615726409"|"-100"|"Pedido foi negado pela administradora."|"2016-02-13 00:00:00"|"CLI14164165279"|"cartao"
"1713269768"|"-100"|"Pedido foi negado pela administradora."|"2016-04-07 00:00:00"|"CLI14275672516"|"cartao"
"1713868870"|"-100"|"Pedido Cancelado"|"2017-01-23 00:00:00"|"CLI14275672516"|"boleto"
"1970932288"|"-100"|"Pedido Cancelado"|"2016-10-10 00:00:00"|"CLI14275672516"|"boleto"
"1970919257"|"-100"|"Pedido Cancelado"|"2016-10-03 00:00:00"|"CLI14275672516"|"boleto"
"2123930739"|"-100"|"Pedido Cancelado"|"2017-02-07 00:00:00"|"CLI14275672516"|"boleto"
"2138884922"|"-100"|"Pedido Cancelado"|"2017-02-10 00:00:00"|"CLI14275672516"|"boleto"
"2141092966"|"-100"|"Pedido Cancelado"|"2017-02-13 00:00:00"|"CLI14275672516"|"boleto"
"2141219690"|"-100"|"Pedido Cancelado"|"2017-02-10 00:00:00"|"CLI14275672516"|"boleto"
"2144676338"|"-100"|"Pedido Cancelado"|"2017-02-13 00:00:00"|"CLI14275672516"|"boleto"
"2145146367"|"-100"|"Pedido Cancelado"|"2017-02-14 00:00:00"|"CLI14275672516"|"boleto"
"2145937495"|"-100"|"Pedido Cancelado"|"2017-02-15 00:00:00"|"CLI14275672516"|"boleto"
"2146512927"|"-100"|"Pedido Cancelado"|"2017-02-16 00:00:00"|"CLI14275672516"|"boleto"
"2147720737"|"-100"|"Pedido Cancelado"|"2017-02-19 00:00:00"|"CLI14275672516"|"boleto"
"2150139496"|"-100"|"Pedido Cancelado"|"2017-02-19 00:00:00"|"CLI14275672516"|"boleto"
"2150139546"|"-100"|"Pedido Cancelado"|"2017-02-21 00:00:00"|"CLI14275672516"|"boleto"
"2150845776"|"-100"|"Pedido Cancelado"|"2017-02-27 00:00:00"|"CLI14275672516"|"boleto"
"2145937466"|"-100"|"Pedido Cancelado"|"2017-02-14 00:00:00"|"CLI14275672516"|"boleto"
"2155124077"|"-100"|"Pedido Cancelado"|"2017-02-28 00:00:00"|"CLI14275672516"|"boleto"
"2157111339"|"-100"|"Pedido Cancelado"|"2017-04-10 00:00:00"|"CLI14275672516"|"boleto"
"2157111207"|"-100"|"Pedido Cancelado"|"2017-02-28 00:00:00"|"CLI14275672516"|"boleto"
"2157111272"|"-100"|"Pedido Cancelado"|"2017-02-28 00:00:00"|"CLI14275672516"|"boleto"
"2208464397"|"-100"|"Pedido Cancelado"|"2017-04-10 00:00:00"|"CLI14275672516"|"boleto"
"2208603893"|"-100"|"Pedido Cancelado"|"2017-05-23 00:00:00"|"CLI14275672516"|"boleto"
"2258169571"|"-100"|"Pedido Cancelado"|"2017-05-23 00:00:00"|"CLI14275672516"|"boleto"
"2258169480"|"-100"|"Pedido Cancelado"|"2017-05-23 00:00:00"|"CLI14275672516"|"boleto"
"1369261806"|"-100"|"Pedido Cancelado"|"2015-10-04 00:00:00"|"CLI8733228897"|"boleto"
"615557610"|"-100"|"Entregue"|"2014-05-02 00:00:00"|"CLI8733228897"|"Boleto Bancário - Banco Bradesco"
"1062477334"|"-100"|"Entregue"|"2014-11-21 00:00:00"|"CLI3458013043"|"Cartão de Crédito - Mastercard"
"1147095480"|"-100"|"Entregue"|"2015-02-24 00:00:00"|"CLI3458013043"|"Boleto Bancário - Banco Bradesco"
"1147346530"|"-100"|"Pedido enviado"|"2016-08-01 00:00:00"|"CLI3458013043"|"cartao"
"1879350237"|"-100"|"Pedido Cancelado"|"2016-08-12 00:00:00"|"CLI925460233"|"boleto"
"1879263705"|"-100"|"Pedido enviado"|"2016-07-31 00:00:00"|"CLI925460233"|"cartao"
"1464305439"|"-100"|"Pedido entregue"|"2016-04-02 00:00:00"|"CLI13987875796"|"cartao"
"1060651321"|"-100"|"Entregue"|"2014-11-15 00:00:00"|"CLI1798748859"|"Cartão de Crédito - Visa"
"1062578107"|"-100"|"Entregue"|"2014-11-19 00:00:00"|"CLI1798748859"|"Cartão de Crédito - Visa"
"1002350363"|"-100"|"Entregue"|"2014-09-26 00:00:00"|"CLI1798748859"|"Cartão de Crédito - Mastercard"
"1048828562"|"-100"|"Entregue"|"2014-10-29 00:00:00"|"CLI1798748859"|"Cartão de Crédito - Mastercard"
"1152859424"|"-100"|"Entregue"|"2015-03-03 00:00:00"|"CLI1798748859"|"Cartão de Crédito - Mastercard"
"1153649611"|"-100"|"Entregue"|"2015-04-03 00:00:00"|"CLI1798748859"|"Cartão de Crédito - Mastercard"
"1153649896"|"-100"|"Pedido entregue"|"2015-07-27 00:00:00"|"CLI1798748859"|"cartao"
"1278897995"|"-100"|"Pedido entregue"|"2017-01-23 00:00:00"|"CLI1798748859"|"cartao"
"2123764088"|"-100"|"Pedido entregue"|"2017-01-30 00:00:00"|"CLI1798748859"|"cartao"
"2130626823"|"-100"|"Pedido entregue"|"2017-02-02 00:00:00"|"CLI1798748859"|"cartao"
"852966415"|"-100"|"Entregue"|"2014-06-30 00:00:00"|"CLI1798748859"|"Cartão de Crédito - Mastercard"
"1133134645"|"-100"|"Entregue"|"2015-08-02 00:00:00"|"CLI6984939038"|"Cartão de Crédito - Mastercard"
"1133324216"|"-100"|"Entregue"|"2015-09-02 00:00:00"|"CLI6984939038"|"Cartão de Crédito - Mastercard"
"1133324767"|"-100"|"Pedido entregue"|"2015-08-04 00:00:00"|"CLI6984939038"|"cartao"
"610569678"|"-100"|"Entregue"|"2014-01-31 00:00:00"|"CLI6984939038"|"Cartão de Crédito - Mastercard"
"1243149710"|"-100"|"Pedido foi negado pela administradora."|"2015-06-20 00:00:00"|"CLI927354"|"cartao"
"1244045319"|"-100"|"Pedido entregue"|"2015-06-22 00:00:00"|"CLI927354"|"cartao"
"1330854255"|"-100"|"Credito de troca inserido"|"2015-09-08 00:00:00"|"CLI13807475490"|"paypal"
